timestamp,x,y
2025-01-21 17:15:43.673368 +09:00,74,108
2025-01-21 17:15:43.675918 +09:00,74,108
2025-01-21 17:15:43.677198 +09:00,74,108
2025-01-21 17:15:43.678477 +09:00,74,108
2025-01-21 17:15:43.679749 +09:00,74,108
2025-01-21 17:15:43.681026 +09:00,74,108
2025-01-21 17:15:43.682311 +09:00,74,108
2025-01-21 17:15:43.683597 +09:00,74,108
2025-01-21 17:15:43.684880 +09:00,74,108
2025-01-21 17:15:43.686166 +09:00,74,108
2025-01-21 17:15:43.687450 +09:00,74,108
2025-01-21 17:15:43.688733 +09:00,74,108
2025-01-21 17:15:43.690010 +09:00,74,108
2025-01-21 17:15:43.691282 +09:00,74,108
2025-01-21 17:15:43.692560 +09:00,74,108
2025-01-21 17:15:43.693849 +09:00,74,108
2025-01-21 17:15:43.695136 +09:00,74,108
2025-01-21 17:15:43.696423 +09:00,74,108
2025-01-21 17:15:43.697710 +09:00,74,108
2025-01-21 17:15:43.698994 +09:00,74,108
2025-01-21 17:15:43.700279 +09:00,74,108
2025-01-21 17:15:43.701573 +09:00,74,108
2025-01-21 17:15:43.702860 +09:00,74,108
2025-01-21 17:15:43.704144 +09:00,74,108
2025-01-21 17:15:43.705428 +09:00,74,108
2025-01-21 17:15:43.706712 +09:00,74,108
2025-01-21 17:15:43.707996 +09:00,74,108
2025-01-21 17:15:43.709268 +09:00,74,108
2025-01-21 17:15:43.710533 +09:00,74,108
2025-01-21 17:15:43.711804 +09:00,74,108
2025-01-21 17:15:43.713075 +09:00,74,108
2025-01-21 17:15:43.714355 +09:00,74,108
2025-01-21 17:15:43.715637 +09:00,74,108
2025-01-21 17:15:43.716929 +09:00,74,108
2025-01-21 17:15:43.718215 +09:00,74,108
2025-01-21 17:15:43.719500 +09:00,74,108
2025-01-21 17:15:43.720776 +09:00,74,108
2025-01-21 17:15:43.722059 +09:00,74,108
2025-01-21 17:15:43.723348 +09:00,74,108
2025-01-21 17:15:43.724619 +09:00,74,108
2025-01-21 17:15:43.725896 +09:00,74,108
2025-01-21 17:15:43.727180 +09:00,74,108
2025-01-21 17:15:43.728451 +09:00,74,108
2025-01-21 17:15:43.729729 +09:00,74,108
2025-01-21 17:15:43.731018 +09:00,74,108
2025-01-21 17:15:43.732304 +09:00,74,108
2025-01-21 17:15:43.733589 +09:00,74,108
2025-01-21 17:15:43.734874 +09:00,74,108
2025-01-21 17:15:43.736159 +09:00,74,108
2025-01-21 17:15:43.737444 +09:00,74,108
2025-01-21 17:15:43.738728 +09:00,74,108
2025-01-21 17:15:43.740012 +09:00,74,108
2025-01-21 17:15:43.741296 +09:00,74,108
2025-01-21 17:15:43.742580 +09:00,74,108
2025-01-21 17:15:43.743865 +09:00,74,108
2025-01-21 17:15:43.745144 +09:00,74,108
2025-01-21 17:15:43.746415 +09:00,74,108
2025-01-21 17:15:43.747687 +09:00,74,108
2025-01-21 17:15:43.748956 +09:00,74,108
2025-01-21 17:15:43.750238 +09:00,74,108
2025-01-21 17:15:43.751513 +09:00,74,108
2025-01-21 17:15:43.752808 +09:00,74,108
2025-01-21 17:15:43.754120 +09:00,74,108
2025-01-21 17:15:43.755393 +09:00,74,108
2025-01-21 17:15:43.756710 +09:00,74,108
2025-01-21 17:15:43.757800 +09:00,74,108
2025-01-21 17:15:43.759073 +09:00,74,108
2025-01-21 17:15:43.760341 +09:00,74,108
2025-01-21 17:15:43.761619 +09:00,74,108
2025-01-21 17:15:43.762907 +09:00,74,108
2025-01-21 17:15:43.764182 +09:00,74,108
2025-01-21 17:15:43.765448 +09:00,74,108
2025-01-21 17:15:43.766729 +09:00,74,108
2025-01-21 17:15:43.768017 +09:00,74,108
2025-01-21 17:15:43.769299 +09:00,74,108
2025-01-21 17:15:43.770586 +09:00,74,108
2025-01-21 17:15:43.771874 +09:00,74,108
2025-01-21 17:15:43.773159 +09:00,74,108
2025-01-21 17:15:43.774444 +09:00,74,108
2025-01-21 17:15:43.775732 +09:00,74,108
2025-01-21 17:15:43.777016 +09:00,74,108
2025-01-21 17:15:43.778198 +09:00,74,108
2025-01-21 17:15:43.779482 +09:00,74,108
2025-01-21 17:15:43.780768 +09:00,74,108
2025-01-21 17:15:43.782044 +09:00,74,108
2025-01-21 17:15:43.783321 +09:00,74,108
2025-01-21 17:15:43.784608 +09:00,74,108
2025-01-21 17:15:43.785893 +09:00,74,108
2025-01-21 17:15:43.787169 +09:00,74,108
2025-01-21 17:15:43.788437 +09:00,74,108
2025-01-21 17:15:43.789717 +09:00,74,108
2025-01-21 17:15:43.790999 +09:00,74,108
2025-01-21 17:15:43.792269 +09:00,74,108
2025-01-21 17:15:43.793551 +09:00,74,108
2025-01-21 17:15:43.794841 +09:00,74,108
2025-01-21 17:15:43.796128 +09:00,74,108
2025-01-21 17:15:43.797413 +09:00,74,108
2025-01-21 17:15:43.798697 +09:00,74,108
2025-01-21 17:15:43.799988 +09:00,74,108
2025-01-21 17:15:43.801260 +09:00,74,108
2025-01-21 17:15:43.802539 +09:00,74,108
2025-01-21 17:15:43.803822 +09:00,74,108
2025-01-21 17:15:43.805105 +09:00,74,108
2025-01-21 17:15:43.806388 +09:00,74,108
2025-01-21 17:15:43.807671 +09:00,74,108
2025-01-21 17:15:43.808955 +09:00,74,108
2025-01-21 17:15:43.810228 +09:00,74,108
2025-01-21 17:15:43.811510 +09:00,74,108
2025-01-21 17:15:43.812793 +09:00,74,108
2025-01-21 17:15:43.814077 +09:00,74,108
2025-01-21 17:15:43.815361 +09:00,74,108
2025-01-21 17:15:43.816644 +09:00,74,108
2025-01-21 17:15:43.817927 +09:00,74,108
2025-01-21 17:15:43.819211 +09:00,74,108
2025-01-21 17:15:43.820493 +09:00,74,108
2025-01-21 17:15:43.821780 +09:00,74,108
2025-01-21 17:15:43.823066 +09:00,74,108
2025-01-21 17:15:43.824350 +09:00,74,108
2025-01-21 17:15:43.825633 +09:00,74,108
2025-01-21 17:15:43.826913 +09:00,74,108
2025-01-21 17:15:43.828194 +09:00,74,108
2025-01-21 17:15:43.829468 +09:00,74,108
2025-01-21 17:15:43.830752 +09:00,74,108
2025-01-21 17:15:43.832028 +09:00,74,108
2025-01-21 17:15:43.833300 +09:00,74,108
2025-01-21 17:15:43.834573 +09:00,74,108
2025-01-21 17:15:43.835846 +09:00,74,108
2025-01-21 17:15:43.837130 +09:00,74,108
2025-01-21 17:15:43.838418 +09:00,74,108
2025-01-21 17:15:43.839700 +09:00,74,108
2025-01-21 17:15:43.840979 +09:00,74,108
2025-01-21 17:15:43.842263 +09:00,74,108
2025-01-21 17:15:43.843548 +09:00,74,108
2025-01-21 17:15:43.844823 +09:00,80,108
2025-01-21 17:15:43.846090 +09:00,80,108
2025-01-21 17:15:43.847360 +09:00,80,108
2025-01-21 17:15:43.848641 +09:00,88,108
2025-01-21 17:15:43.849926 +09:00,88,108
2025-01-21 17:15:43.851215 +09:00,88,108
2025-01-21 17:15:43.852498 +09:00,88,108
2025-01-21 17:15:43.853781 +09:00,88,108
2025-01-21 17:15:43.855065 +09:00,88,108
2025-01-21 17:15:43.856343 +09:00,88,108
2025-01-21 17:15:43.857621 +09:00,98,108
2025-01-21 17:15:43.858902 +09:00,98,108
2025-01-21 17:15:43.860185 +09:00,98,108
2025-01-21 17:15:43.861459 +09:00,98,108
2025-01-21 17:15:43.862728 +09:00,98,108
2025-01-21 17:15:43.863998 +09:00,98,108
2025-01-21 17:15:43.865274 +09:00,108,108
2025-01-21 17:15:43.866573 +09:00,108,108
2025-01-21 17:15:43.867847 +09:00,108,108
2025-01-21 17:15:43.869119 +09:00,108,108
2025-01-21 17:15:43.870388 +09:00,108,108
2025-01-21 17:15:43.871657 +09:00,108,108
2025-01-21 17:15:43.872924 +09:00,119,111
2025-01-21 17:15:43.874194 +09:00,119,111
2025-01-21 17:15:43.875463 +09:00,119,111
2025-01-21 17:15:43.876734 +09:00,119,111
2025-01-21 17:15:43.878 +09:00,119,111
2025-01-21 17:15:43.879272 +09:00,119,111
2025-01-21 17:15:43.880550 +09:00,119,111
2025-01-21 17:15:43.881821 +09:00,130,115
2025-01-21 17:15:43.883092 +09:00,130,115
2025-01-21 17:15:43.884360 +09:00,130,115
2025-01-21 17:15:43.885625 +09:00,130,115
2025-01-21 17:15:43.886892 +09:00,130,115
2025-01-21 17:15:43.888158 +09:00,130,115
2025-01-21 17:15:43.889425 +09:00,141,118
2025-01-21 17:15:43.890691 +09:00,141,118
2025-01-21 17:15:43.891970 +09:00,141,118
2025-01-21 17:15:43.893245 +09:00,141,118
2025-01-21 17:15:43.894509 +09:00,141,118
2025-01-21 17:15:43.895785 +09:00,141,118
2025-01-21 17:15:43.897055 +09:00,141,118
2025-01-21 17:15:43.898334 +09:00,151,123
2025-01-21 17:15:43.899607 +09:00,151,123
2025-01-21 17:15:43.900873 +09:00,151,123
2025-01-21 17:15:43.902143 +09:00,151,123
2025-01-21 17:15:43.903408 +09:00,151,123
2025-01-21 17:15:43.904674 +09:00,151,123
2025-01-21 17:15:43.905940 +09:00,175,131
2025-01-21 17:15:43.907206 +09:00,175,131
2025-01-21 17:15:43.908472 +09:00,175,131
2025-01-21 17:15:43.909744 +09:00,175,131
2025-01-21 17:15:43.911017 +09:00,175,131
2025-01-21 17:15:43.912296 +09:00,175,131
2025-01-21 17:15:43.913574 +09:00,198,141
2025-01-21 17:15:43.914858 +09:00,198,141
2025-01-21 17:15:43.916148 +09:00,198,141
2025-01-21 17:15:43.917437 +09:00,198,141
2025-01-21 17:15:43.918724 +09:00,198,141
2025-01-21 17:15:43.920001 +09:00,198,141
2025-01-21 17:15:43.921278 +09:00,220,149
2025-01-21 17:15:43.922554 +09:00,220,149
2025-01-21 17:15:43.923824 +09:00,220,149
2025-01-21 17:15:43.925090 +09:00,220,149
2025-01-21 17:15:43.926366 +09:00,220,149
2025-01-21 17:15:43.927658 +09:00,220,149
2025-01-21 17:15:43.928940 +09:00,220,149
2025-01-21 17:15:43.930212 +09:00,242,159
2025-01-21 17:15:43.931492 +09:00,242,159
2025-01-21 17:15:43.932778 +09:00,242,159
2025-01-21 17:15:43.934062 +09:00,242,159
2025-01-21 17:15:43.935348 +09:00,242,159
2025-01-21 17:15:43.936625 +09:00,242,159
2025-01-21 17:15:43.937890 +09:00,260,168
2025-01-21 17:15:43.939170 +09:00,260,168
2025-01-21 17:15:43.940444 +09:00,260,168
2025-01-21 17:15:43.941726 +09:00,260,168
2025-01-21 17:15:43.943003 +09:00,260,168
2025-01-21 17:15:43.944279 +09:00,260,168
2025-01-21 17:15:43.945566 +09:00,260,168
2025-01-21 17:15:43.946851 +09:00,278,176
2025-01-21 17:15:43.948135 +09:00,278,176
2025-01-21 17:15:43.949423 +09:00,278,176
2025-01-21 17:15:43.950698 +09:00,278,176
2025-01-21 17:15:43.951978 +09:00,278,176
2025-01-21 17:15:43.953261 +09:00,278,176
2025-01-21 17:15:43.954547 +09:00,293,185
2025-01-21 17:15:43.955846 +09:00,293,185
2025-01-21 17:15:43.957127 +09:00,293,185
2025-01-21 17:15:43.958392 +09:00,293,185
2025-01-21 17:15:43.959674 +09:00,293,185
2025-01-21 17:15:43.960961 +09:00,293,185
2025-01-21 17:15:43.962239 +09:00,307,192
2025-01-21 17:15:43.963518 +09:00,307,192
2025-01-21 17:15:43.964805 +09:00,307,192
2025-01-21 17:15:43.966093 +09:00,307,192
2025-01-21 17:15:43.967381 +09:00,307,192
2025-01-21 17:15:43.968664 +09:00,307,192
2025-01-21 17:15:43.969938 +09:00,319,200
2025-01-21 17:15:43.971216 +09:00,319,200
2025-01-21 17:15:43.972489 +09:00,319,200
2025-01-21 17:15:43.973759 +09:00,319,200
2025-01-21 17:15:43.975033 +09:00,319,200
2025-01-21 17:15:43.976310 +09:00,319,200
2025-01-21 17:15:43.977595 +09:00,319,200
2025-01-21 17:15:43.978878 +09:00,324,204
2025-01-21 17:15:43.980162 +09:00,324,204
2025-01-21 17:15:43.981438 +09:00,324,204
2025-01-21 17:15:43.982706 +09:00,324,204
2025-01-21 17:15:43.983974 +09:00,324,204
2025-01-21 17:15:43.985239 +09:00,324,204
2025-01-21 17:15:43.986507 +09:00,334,211
2025-01-21 17:15:43.987788 +09:00,334,211
2025-01-21 17:15:43.989059 +09:00,334,211
2025-01-21 17:15:43.990329 +09:00,334,211
2025-01-21 17:15:43.991598 +09:00,334,211
2025-01-21 17:15:43.992876 +09:00,334,211
2025-01-21 17:15:43.994148 +09:00,343,219
2025-01-21 17:15:43.995425 +09:00,343,219
2025-01-21 17:15:43.996712 +09:00,343,219
2025-01-21 17:15:43.997998 +09:00,343,219
2025-01-21 17:15:43.999285 +09:00,343,219
2025-01-21 17:15:44.000568 +09:00,343,219
2025-01-21 17:15:44.001854 +09:00,343,219
2025-01-21 17:15:44.003147 +09:00,351,226
2025-01-21 17:15:44.004433 +09:00,351,226
2025-01-21 17:15:44.005715 +09:00,351,226
2025-01-21 17:15:44.006990 +09:00,351,226
2025-01-21 17:15:44.008257 +09:00,351,226
2025-01-21 17:15:44.009526 +09:00,351,226
2025-01-21 17:15:44.010797 +09:00,358,233
2025-01-21 17:15:44.012065 +09:00,358,233
2025-01-21 17:15:44.013334 +09:00,358,233
2025-01-21 17:15:44.014614 +09:00,358,233
2025-01-21 17:15:44.015901 +09:00,358,233
2025-01-21 17:15:44.017188 +09:00,358,233
2025-01-21 17:15:44.018463 +09:00,364,241
2025-01-21 17:15:44.019736 +09:00,364,241
2025-01-21 17:15:44.021004 +09:00,364,241
2025-01-21 17:15:44.022281 +09:00,364,241
2025-01-21 17:15:44.023561 +09:00,364,241
2025-01-21 17:15:44.024830 +09:00,364,241
2025-01-21 17:15:44.026109 +09:00,364,241
2025-01-21 17:15:44.027376 +09:00,373,254
2025-01-21 17:15:44.028645 +09:00,373,254
2025-01-21 17:15:44.029919 +09:00,373,254
